Date,Country,USD_ExchangeRate,Policy_Rate(%),10Y_Bond_Yield(%),Yield_Spread(10Y_vs_US)(%),Equity_Index_Level,Oil_Price(USD_per_bbl)
2024-09-27,South Africa,4.996,4.96,6.96,3.91,1001.92,69.88
2024-09-30,South Africa,4.979,4.98,7.6,4.52,999.54,70.03
2024-10-01,South Africa,4.99,5.03,6.67,3.62,993.36,69.96
2024-10-02,South Africa,5.012,4.98,7.36,4.46,995.49,70.0
2024-10-03,South Africa,5.01,4.99,7.3,4.19,996.14,69.69
2024-10-04,South Africa,4.996,5.03,6.62,3.52,998.69,70.35
2024-10-07,South Africa,5.022,5.02,6.2,3.44,1000.31,70.18
2024-10-08,South Africa,5.005,4.99,6.24,3.15,1009.29,69.87
2024-10-09,South Africa,5.008,5.05,6.96,3.97,1002.8,69.94
2024-10-10,South Africa,5.013,4.99,6.98,4.12,998.82,69.8
2024-10-11,South Africa,5.003,4.97,7.46,4.54,1008.92,70.27
2024-10-14,South Africa,5.005,4.97,6.66,3.74,996.14,70.32
2024-10-15,South Africa,4.998,4.99,6.61,3.67,1002.66,69.67
2024-10-16,South Africa,5.001,5.01,6.14,3.28,999.76,70.29
2024-10-17,South Africa,5.012,4.99,7.69,4.72,998.36,70.02
2024-10-18,South Africa,5.008,4.99,6.79,3.91,1001.76,70.19
2024-10-21,South Africa,5.01,4.97,6.78,3.66,1001.16,70.01
2024-10-22,South Africa,5.0,5.01,7.15,4.21,1004.41,69.76
2024-10-23,South Africa,5.013,4.98,7.26,4.27,997.62,70.27
2024-10-24,South Africa,5.007,5.0,7.87,4.77,995.97,69.55
2024-10-25,South Africa,5.001,5.03,7.33,4.18,997.01,69.98
2024-10-28,South Africa,4.999,5.0,7.39,4.23,1009.21,70.33
2024-10-29,South Africa,5.007,4.99,7.11,4.04,1000.68,69.82
2024-10-30,South Africa,4.995,5.02,6.89,3.89,999.61,69.82
2024-10-31,South Africa,4.998,4.99,6.64,3.75,999.5,70.12
2024-11-01,South Africa,5.011,4.97,7.78,4.75,994.36,69.92
2024-11-04,South Africa,4.981,4.97,7.83,4.9,1002.68,69.98
2024-11-05,South Africa,5.0,5.01,5.97,2.83,999.51,69.9
2024-11-06,South Africa,5.005,4.99,7.09,4.11,1003.56,69.96
2024-11-07,South Africa,4.99,5.01,6.87,4.05,1000.99,69.89
2024-11-08,South Africa,5.003,4.98,6.38,3.26,1004.22,70.0
2024-11-11,South Africa,5.004,5.02,7.01,4.13,1001.5,70.2
2024-11-12,South Africa,5.006,5.0,7.28,4.31,1005.22,70.27
2024-11-13,South Africa,4.987,5.02,8.14,5.09,1004.92,69.87
2024-11-14,South Africa,4.995,5.0,6.79,3.93,999.14,70.17
2024-11-15,South Africa,4.987,5.0,7.08,4.11,1002.48,70.08
2024-11-18,South Africa,4.996,5.02,7.3,4.14,999.67,69.94
2024-11-19,South Africa,4.998,5.02,6.95,3.96,1009.8,69.73
2024-11-20,South Africa,5.004,5.0,6.87,3.97,996.68,69.92
2024-11-21,South Africa,5.005,5.02,6.13,3.25,1002.74,70.13
2024-11-22,South Africa,4.985,5.02,7.01,3.94,995.74,69.72
2024-11-25,South Africa,4.997,4.99,6.83,3.87,1008.46,69.66
2024-11-26,South Africa,4.992,4.99,7.0,3.93,1004.33,70.22
2024-11-27,South Africa,5.005,4.97,6.13,3.02,1005.41,70.13
2024-11-28,South Africa,4.992,4.99,6.79,3.9,1001.3,70.43
2024-11-29,South Africa,4.995,5.03,6.58,3.74,1004.94,69.96
2024-12-02,South Africa,5.013,5.03,6.89,3.76,995.62,69.82
2024-12-03,South Africa,5.011,4.97,6.97,3.84,1006.58,69.91
2024-12-04,South Africa,5.01,4.98,6.64,3.62,1001.89,69.79
2024-12-05,South Africa,5.019,4.96,6.99,3.97,991.27,70.26
2024-12-06,South Africa,4.993,5.0,7.17,4.31,994.64,70.31
2024-12-09,South Africa,4.999,4.95,6.8,3.8,1001.1,69.6
2024-12-10,South Africa,5.0,4.98,7.09,4.04,1002.0,70.28
2024-12-11,South Africa,5.022,4.98,6.79,3.71,999.37,69.46
2024-12-12,South Africa,4.998,5.02,6.33,3.31,990.46,70.17
2024-12-13,South Africa,5.002,4.99,6.78,3.93,1005.04,69.84
2024-12-16,South Africa,5.005,4.98,8.08,4.92,1010.37,70.44
2024-12-17,South Africa,4.994,4.98,8.0,5.01,1004.17,69.88
2024-12-18,South Africa,4.994,5.02,6.03,2.95,1002.62,69.89
2024-12-19,South Africa,5.0,5.0,7.12,4.05,995.93,70.54
2024-12-20,South Africa,4.998,5.0,7.97,5.15,1009.67,70.02
2024-12-23,South Africa,4.995,4.98,6.34,3.38,1001.39,70.12
2024-12-24,South Africa,5.003,4.99,7.66,4.39,1007.47,69.93
2024-12-25,South Africa,5.005,5.01,7.81,4.85,995.18,70.23
2024-12-26,South Africa,5.004,4.98,7.33,4.15,996.53,69.82
2024-12-27,South Africa,5.0,5.01,6.98,3.86,1001.3,70.2
2024-12-30,South Africa,4.993,4.98,6.81,3.94,1002.05,69.6
2024-12-31,South Africa,4.995,4.99,6.47,3.5,1000.02,70.25
2025-01-01,South Africa,4.99,5.01,7.29,4.29,997.51,69.77
2025-01-02,South Africa,5.019,5.0,6.84,3.63,1001.11,70.51
2025-01-03,South Africa,4.986,5.0,6.31,3.32,999.37,69.91
2025-01-06,South Africa,5.001,4.99,6.94,4.01,1007.21,69.78
2025-01-07,South Africa,5.002,4.98,6.56,3.63,999.34,70.04
2025-01-08,South Africa,4.989,4.99,6.5,3.6,1005.67,69.72
2025-01-09,South Africa,5.001,5.03,7.64,4.59,999.92,70.15
2025-01-10,South Africa,5.004,5.03,6.96,3.86,998.37,70.38
2025-01-13,South Africa,4.998,4.97,7.01,3.93,1008.14,69.8
2025-01-14,South Africa,4.983,5.01,7.24,4.38,998.35,69.94
2025-01-15,South Africa,5.008,4.99,6.77,3.76,993.11,70.38
2025-01-16,South Africa,5.009,4.99,6.43,3.53,1002.93,69.8
2025-01-17,South Africa,4.998,4.97,7.24,4.18,999.08,70.04
2025-01-20,South Africa,5.008,5.0,7.39,4.51,1001.89,70.04
2025-01-21,South Africa,5.012,5.0,6.95,4.01,1007.46,69.53
2025-01-22,South Africa,5.005,5.0,6.91,3.94,999.72,70.1
2025-01-23,South Africa,4.992,5.0,7.18,4.27,1002.52,70.07
2025-01-24,South Africa,4.992,4.98,6.57,3.56,999.62,70.28
2025-01-27,South Africa,4.996,4.98,7.31,4.41,996.05,69.84
2025-01-28,South Africa,4.97,5.01,7.48,4.39,1009.43,70.3
2025-01-29,South Africa,4.997,5.02,6.97,4.02,996.22,69.95
2025-01-30,South Africa,5.003,5.03,7.4,4.47,994.78,70.11
2025-01-31,South Africa,5.009,5.02,6.89,3.84,1004.28,69.73
2025-02-03,South Africa,5.003,5.02,7.27,4.28,1013.05,70.39
2025-02-04,South Africa,5.0,5.0,7.35,4.35,1006.36,69.75
2025-02-05,South Africa,4.998,5.01,7.52,4.66,995.23,69.66
2025-02-06,South Africa,4.991,4.97,7.24,4.22,999.23,70.01
2025-02-07,South Africa,5.012,4.98,6.01,2.94,998.05,69.8
2025-02-10,South Africa,5.006,4.96,6.53,3.77,1001.3,70.31
2025-02-11,South Africa,4.994,4.98,7.88,4.81,1011.9,70.03
2025-02-12,South Africa,5.002,5.03,6.95,3.93,987.89,70.35
2025-02-13,South Africa,5.004,5.0,7.45,4.57,997.24,70.11
2025-02-14,South Africa,5.0,5.01,7.13,4.07,993.4,70.26
2025-02-17,South Africa,4.995,5.0,6.7,3.73,1001.15,70.15
2025-02-18,South Africa,5.009,5.01,6.71,3.67,1001.2,70.01
2025-02-19,South Africa,5.005,4.97,5.96,2.84,999.34,70.08
2025-02-20,South Africa,4.991,5.03,7.2,4.22,1001.43,69.65
2025-02-21,South Africa,5.004,5.03,7.19,4.17,998.41,70.22
2025-02-24,South Africa,5.012,4.99,7.17,4.15,1002.01,69.85
2025-02-25,South Africa,5.011,5.01,7.61,4.72,994.72,70.41
2025-02-26,South Africa,5.011,4.98,7.42,4.46,991.51,69.58
2025-02-27,South Africa,5.0,5.03,7.79,4.67,1004.15,70.06
2025-02-28,South Africa,5.012,4.96,7.45,4.57,995.44,70.14
2025-03-03,South Africa,5.009,4.99,7.31,4.25,998.45,70.03
2025-03-04,South Africa,5.021,4.99,6.87,3.86,999.09,70.16
2025-03-05,South Africa,5.015,5.0,6.57,3.37,1000.6,69.66
2025-03-06,South Africa,5.019,5.02,7.82,4.68,1013.22,69.79
2025-03-07,South Africa,4.992,4.99,6.73,3.72,997.55,69.76
2025-03-10,South Africa,4.991,4.99,7.57,4.62,1004.05,69.74
2025-03-11,South Africa,4.968,5.0,6.69,3.78,995.01,69.86
2025-03-12,South Africa,4.99,4.98,6.3,3.52,988.95,70.49
2025-03-13,South Africa,4.999,5.03,6.94,3.96,1001.53,70.13
2025-03-14,South Africa,4.988,4.99,7.14,4.34,1006.49,70.21
2025-03-17,South Africa,4.979,4.98,7.03,3.95,1007.63,69.87
2025-03-18,South Africa,5.023,5.0,6.89,3.83,1001.55,70.05
2025-03-19,South Africa,5.02,5.0,6.51,3.6,1007.36,70.14
2025-03-20,South Africa,4.984,4.97,6.98,3.92,996.61,69.66
2025-03-21,South Africa,4.989,5.03,7.28,4.18,1005.82,69.87
2025-03-24,South Africa,4.996,5.0,7.2,4.1,1009.35,70.16
2025-03-25,South Africa,5.008,5.04,6.94,3.82,1002.89,70.12
2025-03-26,South Africa,4.998,4.97,7.14,4.11,997.12,69.98
2025-03-27,South Africa,4.991,4.98,6.74,3.87,997.08,70.14
2025-03-28,South Africa,5.015,5.04,6.84,3.72,1001.68,69.95
2025-03-31,South Africa,5.004,5.02,6.77,3.83,997.95,69.87
2025-04-01,South Africa,5.012,4.98,6.69,3.66,1001.15,69.92
2025-04-02,South Africa,5.017,4.99,6.9,4.09,998.48,69.74
2025-04-03,South Africa,4.991,4.96,6.51,3.52,998.78,69.92
2025-04-04,South Africa,4.997,4.99,6.97,3.98,1001.37,69.96
2025-04-07,South Africa,4.996,5.02,7.32,4.32,1005.98,70.02
2025-04-08,South Africa,4.998,5.0,7.08,4.17,990.63,70.06
2025-04-09,South Africa,5.008,4.98,7.52,4.68,997.21,70.34
2025-04-10,South Africa,5.004,4.99,7.12,4.0,992.77,70.26
2025-04-11,South Africa,4.995,5.01,6.71,3.54,999.84,69.73
2025-04-14,South Africa,5.005,5.03,7.62,4.61,1004.06,69.92
2025-04-15,South Africa,5.006,5.01,5.56,2.66,1001.04,70.03
2025-04-16,South Africa,5.0,5.0,7.61,4.57,988.34,70.39
2025-04-17,South Africa,4.981,5.02,6.24,3.09,998.61,70.08
2025-04-18,South Africa,4.98,5.01,7.22,4.16,1004.75,70.04
2025-04-21,South Africa,4.998,4.98,6.76,3.64,995.81,69.63
2025-04-22,South Africa,4.99,5.01,6.86,3.8,990.0,69.4
2025-04-23,South Africa,5.003,5.02,6.16,3.11,1005.95,70.0
2025-04-24,South Africa,5.009,5.0,6.87,3.79,1009.56,69.89
2025-04-25,South Africa,4.999,4.98,7.06,4.07,1005.79,70.28
2025-04-28,South Africa,5.008,5.02,6.67,3.76,1002.18,70.0
2025-04-29,South Africa,5.02,4.96,7.27,4.21,996.19,69.81
2025-04-30,South Africa,4.997,4.97,7.7,4.43,998.29,69.87
2025-05-01,South Africa,4.987,4.98,6.68,3.56,1015.97,69.86
2025-05-02,South Africa,4.991,4.98,7.2,4.17,1000.5,69.91
2025-05-05,South Africa,5.014,5.02,7.38,4.34,999.05,69.86
2025-05-06,South Africa,5.005,5.01,7.29,4.45,1001.7,69.94
2025-05-07,South Africa,4.991,5.01,7.1,3.87,1002.42,69.94
2025-05-08,South Africa,4.999,4.98,7.59,4.56,1001.66,69.79
2025-05-09,South Africa,5.008,4.98,6.7,3.69,997.1,69.84
2025-05-12,South Africa,4.999,5.02,7.47,4.4,1002.43,69.9
2025-05-13,South Africa,5.011,4.97,7.18,4.1,999.55,69.86
2025-05-14,South Africa,5.0,4.98,7.24,4.15,1002.23,70.08
2025-05-15,South Africa,5.008,5.02,6.63,3.78,1001.39,70.18
2025-05-16,South Africa,4.984,5.0,7.57,4.58,1007.61,70.27
2025-05-19,South Africa,4.998,4.99,6.82,3.8,994.13,69.73
2025-05-20,South Africa,4.977,5.0,8.02,5.22,999.08,69.96
2025-05-21,South Africa,4.998,5.03,6.58,3.78,997.33,69.87
2025-05-22,South Africa,4.978,5.0,6.41,3.42,998.19,69.79
2025-05-23,South Africa,5.009,4.99,7.02,3.96,1001.44,70.03
2025-05-26,South Africa,4.992,4.98,7.06,4.15,1003.97,69.97
2025-05-27,South Africa,5.006,4.98,6.41,3.24,999.25,70.18
2025-05-28,South Africa,4.986,4.99,7.65,4.8,1011.38,70.04
2025-05-29,South Africa,4.992,5.01,7.56,4.64,996.59,70.05
2025-05-30,South Africa,5.005,5.0,7.2,4.11,1000.87,69.86
2025-06-02,South Africa,5.0,5.04,7.2,4.08,997.43,70.05
2025-06-03,South Africa,5.008,5.03,7.64,4.76,1005.76,70.34
2025-06-04,South Africa,4.994,4.98,6.97,3.95,998.25,69.76
2025-06-05,South Africa,5.015,4.98,6.73,3.72,992.64,69.69
2025-06-06,South Africa,4.996,5.02,7.11,4.32,1006.95,70.16
2025-06-09,South Africa,5.002,5.0,7.34,4.11,1004.4,70.06
2025-06-10,South Africa,4.988,5.0,7.39,4.4,997.39,70.11
2025-06-11,South Africa,4.99,5.02,6.8,4.01,997.73,69.99
2025-06-12,South Africa,5.006,5.01,6.36,3.35,997.33,69.93
2025-06-13,South Africa,4.99,5.0,8.57,5.38,995.01,70.01
2025-06-16,South Africa,4.997,5.0,7.46,4.47,996.44,70.23
2025-06-17,South Africa,4.988,5.0,6.26,3.36,1003.72,69.86
2025-06-18,South Africa,4.981,4.99,6.57,3.7,1002.75,69.69
2025-06-19,South Africa,4.994,5.0,6.83,3.87,996.39,69.76
2025-06-20,South Africa,4.994,5.01,6.8,3.78,1005.59,70.12
2025-06-23,South Africa,4.987,5.01,7.53,4.59,992.07,69.91
2025-06-24,South Africa,5.002,5.01,6.75,3.96,993.62,70.07
2025-06-25,South Africa,5.02,5.0,7.66,4.76,996.76,69.53
2025-06-26,South Africa,5.004,4.98,7.28,4.33,1010.11,70.36
2025-06-27,South Africa,4.977,5.01,6.64,3.58,993.28,70.29
2025-06-30,South Africa,5.01,4.97,6.88,3.86,1003.6,70.0
2025-07-01,South Africa,5.008,5.0,7.3,4.44,999.87,70.23
2020-01-01,Russia,5.014,5.0,6.95,3.82,999.5,70.23
2020-01-02,Russia,4.999,5.0,6.45,3.57,1004.89,70.34
2020-01-03,Russia,5.001,5.0,7.51,4.47,988.01,70.2
2020-01-06,Russia,4.987,5.0,6.78,3.84,1000.23,70.18
2020-01-07,Russia,5.0,5.03,7.8,4.64,999.72,69.9
2020-01-08,Russia,5.0,5.02,7.56,4.81,1001.53,69.53
2020-01-09,Russia,5.0,4.99,6.57,3.49,996.76,70.0
2020-01-10,Russia,4.991,5.0,7.48,4.57,1003.2,70.01
2020-01-13,Russia,5.0,4.99,7.38,4.31,999.33,70.04
2020-01-14,Russia,5.007,5.01,6.86,3.74,1004.32,70.42
2020-01-15,Russia,4.984,5.01,7.59,4.49,998.74,69.73
2020-01-16,Russia,5.015,4.99,6.84,3.64,993.63,70.16
2020-01-17,Russia,4.992,4.98,7.07,4.0,1004.75,70.22
2020-01-20,Russia,4.993,4.98,6.81,3.77,998.97,69.27
2020-01-21,Russia,4.982,5.0,7.42,4.51,1003.67,69.7
2020-01-22,Russia,5.003,5.01,7.24,4.34,992.26,70.15
2020-01-23,Russia,4.985,4.98,7.68,4.66,1001.84,70.12
2020-01-24,Russia,5.006,5.0,6.55,3.28,998.54,70.07
2020-01-27,Russia,5.004,4.99,6.78,3.63,996.31,70.08
2020-01-28,Russia,5.009,5.0,6.95,3.85,999.31,69.58
2020-01-29,Russia,5.015,4.98,7.09,4.22,997.45,69.91
2020-01-30,Russia,5.002,4.98,7.97,4.97,1004.41,70.0
2020-01-31,Russia,5.01,4.96,6.61,3.66,997.35,70.1
2020-02-03,Russia,5.006,5.0,6.97,3.73,1001.62,69.55
2020-02-04,Russia,5.008,5.01,7.59,4.53,995.48,70.18
2020-02-05,Russia,5.001,5.02,7.79,4.81,1004.38,70.21
2020-02-06,Russia,5.002,5.04,7.56,4.62,1001.3,70.17
2020-02-07,Russia,5.019,5.01,7.16,4.03,998.9,69.8
2020-02-10,Russia,5.007,4.99,8.35,5.33,1003.55,69.87
2020-02-11,Russia,5.013,5.0,6.94,3.95,993.54,69.95
2020-02-12,Russia,5.005,4.97,7.48,4.51,1001.22,69.55
2020-02-13,Russia,5.002,4.98,6.8,3.96,995.59,69.97
2020-02-14,Russia,4.997,5.02,6.08,3.09,999.5,69.91
2020-02-17,Russia,4.991,5.02,8.05,5.22,995.38,69.8
2020-02-18,Russia,4.997,5.03,7.29,4.3,1000.08,69.94
2020-02-19,Russia,5.007,5.02,7.31,4.53,1000.07,69.96
2020-02-20,Russia,5.01,5.0,7.28,4.33,1004.7,70.25
2020-02-21,Russia,4.984,4.97,7.36,4.37,1005.14,70.05
2020-02-24,Russia,5.007,4.99,7.15,4.12,996.56,70.2
2020-02-25,Russia,4.981,5.0,6.36,3.46,1004.93,69.78
2020-02-26,Russia,4.989,5.01,6.46,3.35,1003.22,69.84
2020-02-27,Russia,5.01,4.96,7.2,4.32,997.38,69.91
2020-02-28,Russia,5.013,4.99,6.95,3.99,995.09,69.79
2020-03-02,Russia,5.003,5.0,7.38,4.4,998.95,70.15
2020-03-03,Russia,4.996,4.97,7.39,4.46,1000.33,69.87
2020-03-04,Russia,4.99,4.96,7.13,4.47,1006.49,70.21
2020-03-05,Russia,4.991,5.03,8.06,5.09,1002.05,70.03
2020-03-06,Russia,5.015,4.97,6.86,3.77,1004.07,69.99
2020-03-09,Russia,5.014,5.0,7.06,3.99,999.7,70.01
2020-03-10,Russia,4.992,5.06,6.82,3.75,1009.54,69.73
2020-03-11,Russia,5.006,5.0,7.9,4.99,996.24,69.99
2020-03-12,Russia,4.995,4.99,8.01,4.99,996.08,69.92
2020-03-13,Russia,5.004,5.01,6.72,3.88,999.75,69.98
2020-03-16,Russia,4.994,5.03,7.31,4.3,998.2,70.35
2020-03-17,Russia,4.988,4.99,6.76,3.73,1003.3,69.73
2020-03-18,Russia,4.993,5.01,6.68,3.72,1000.86,69.8
2020-03-19,Russia,5.003,5.01,7.03,3.89,1003.63,69.99
2020-03-20,Russia,4.997,5.04,6.7,3.73,997.95,70.08
2020-03-23,Russia,5.023,5.0,6.84,3.83,993.44,69.96
2020-03-24,Russia,5.017,5.01,7.63,4.53,996.46,70.38
2020-03-25,Russia,4.982,5.01,5.98,3.15,1004.68,69.86
2020-03-26,Russia,5.012,4.96,6.91,4.03,998.36,70.31
2020-03-27,Russia,5.018,5.01,6.21,3.33,1000.8,69.84
2020-03-30,Russia,5.007,5.03,6.54,3.63,994.1,69.95
2020-03-31,Russia,5.001,5.0,7.45,4.41,999.71,70.01
2020-04-01,Russia,5.001,5.0,6.66,3.78,1000.71,69.9
2020-04-02,Russia,5.005,5.0,7.01,3.91,992.98,70.35
2020-04-03,Russia,4.978,5.03,7.13,4.18,992.64,69.88
2020-04-06,Russia,4.998,5.0,7.73,4.72,1001.6,70.07
2020-04-07,Russia,4.997,5.0,6.94,3.88,995.44,69.9
2020-04-08,Russia,5.004,4.98,7.04,4.09,1002.53,70.27
2020-04-09,Russia,4.995,5.02,7.12,4.15,1000.03,70.26
2020-04-10,Russia,4.998,5.03,6.97,4.11,999.27,69.7
2020-04-13,Russia,4.997,4.99,7.9,4.74,1000.43,70.24
2020-04-14,Russia,4.996,4.97,7.24,4.2,995.31,69.82
2020-04-15,Russia,5.009,4.97,7.25,4.28,1002.8,70.2
2020-04-16,Russia,4.991,4.98,7.71,4.72,1001.64,70.18
2020-04-17,Russia,4.99,5.02,7.34,4.19,1007.26,70.01
2020-04-20,Russia,5.008,5.0,7.07,4.19,998.88,69.64
2020-04-21,Russia,4.999,5.03,7.42,4.4,998.99,69.89
2020-04-22,Russia,4.991,5.02,6.25,3.4,1004.52,70.04
2020-04-23,Russia,5.0,5.0,8.01,5.0,1001.47,70.41
2020-04-24,Russia,4.999,5.03,5.98,3.1,996.66,70.12
2020-04-27,Russia,5.018,4.99,7.48,4.25,1007.82,69.92
2020-04-28,Russia,5.009,5.01,6.68,3.63,997.63,70.02
2020-04-29,Russia,4.986,4.96,6.82,3.79,994.36,70.11
2020-04-30,Russia,5.0,5.01,7.49,4.35,1003.02,69.94
2020-05-01,Russia,5.002,5.05,7.54,4.53,999.25,69.88
2020-05-04,Russia,4.988,5.03,7.27,4.4,999.37,70.25
2020-05-05,Russia,4.996,4.98,7.16,4.1,997.77,69.88
2020-05-06,Russia,5.005,4.98,6.71,3.72,1003.7,69.91
2020-05-07,Russia,5.006,5.02,6.77,3.45,1007.1,70.05
2020-05-08,Russia,4.998,4.99,7.82,4.8,992.81,69.66
2020-05-11,Russia,5.001,5.0,6.54,3.7,990.18,69.85
2020-05-12,Russia,4.996,5.01,6.95,3.84,1003.03,70.1
2020-05-13,Russia,5.01,4.97,6.7,3.46,990.47,69.94
2020-05-14,Russia,5.005,4.96,6.59,3.39,1000.85,69.89
2020-05-15,Russia,5.002,4.99,7.84,4.94,997.39,69.7
2020-05-18,Russia,4.997,5.0,7.59,4.7,1002.42,70.02
2020-05-19,Russia,4.981,4.99,6.6,3.43,1002.73,70.03
2020-05-20,Russia,4.957,4.96,7.33,4.25,996.29,70.01
2020-05-21,Russia,5.0,5.0,6.82,3.74,1005.53,69.81
2020-05-22,Russia,4.988,4.98,7.01,3.97,1003.94,70.19
2020-05-25,Russia,5.004,5.0,7.83,4.83,1002.95,70.06
2020-05-26,Russia,4.998,5.0,7.66,4.67,998.24,69.85
2020-05-27,Russia,5.004,4.99,7.16,4.14,997.86,69.72
2020-05-28,Russia,4.99,4.98,6.48,3.44,1010.65,69.9
2020-05-29,Russia,4.996,4.99,7.42,4.37,999.92,69.76
2020-06-01,Russia,4.99,5.0,7.12,4.12,1003.32,69.76
2020-06-02,Russia,5.003,5.0,6.53,3.59,1003.47,69.77
2020-06-03,Russia,5.025,5.01,6.98,4.01,1003.94,69.92
2020-06-04,Russia,4.996,5.03,6.79,3.78,996.2,70.05
2020-06-05,Russia,5.006,5.03,6.56,3.71,998.67,69.88
2020-06-08,Russia,5.0,5.01,8.14,5.19,988.95,69.95
2020-06-09,Russia,5.004,4.98,7.1,4.08,1001.3,70.16
2020-06-10,Russia,4.999,5.01,6.11,3.21,998.29,69.8
2020-06-11,Russia,5.0,4.99,6.77,3.68,1000.42,69.78
2020-06-12,Russia,4.994,5.02,7.11,4.0,1004.23,69.92
2020-06-15,Russia,5.014,5.03,6.14,3.13,997.25,69.95
2020-06-16,Russia,4.992,4.98,7.43,4.55,1000.47,69.73
2020-06-17,Russia,5.013,5.0,7.37,4.35,998.73,70.01
2020-06-18,Russia,5.015,4.98,5.71,2.79,993.95,70.19
2020-06-19,Russia,4.998,5.02,7.03,4.03,1000.82,70.3
2020-06-22,Russia,5.002,5.02,7.54,4.56,999.63,69.92
2020-06-23,Russia,5.013,4.98,6.62,3.65,994.26,69.88
2020-06-24,Russia,5.011,5.01,6.8,3.72,1010.41,70.06
2020-06-25,Russia,5.014,5.02,6.87,3.85,1002.63,69.85
2020-06-26,Russia,4.974,4.98,5.9,2.98,991.46,70.18
2020-06-29,Russia,4.988,5.01,7.39,4.32,990.66,70.22
2020-06-30,Russia,5.004,5.02,7.93,4.85,994.09,70.13
2020-07-01,Russia,4.985,5.0,6.75,3.75,992.45,69.72
2020-07-02,Russia,4.996,5.0,6.78,3.64,1002.12,70.08
2020-07-03,Russia,4.996,4.97,6.97,3.79,1001.12,70.22
2020-07-06,Russia,5.012,5.01,7.12,4.22,998.96,69.93
2020-07-07,Russia,5.003,4.97,6.7,3.66,996.49,69.82
2020-07-08,Russia,4.992,4.99,5.8,2.88,1004.76,70.06
2020-07-09,Russia,5.004,4.96,6.76,3.77,1002.32,70.22
2020-07-10,Russia,5.01,4.99,6.71,3.57,998.2,69.78
2020-07-13,Russia,4.998,5.03,6.57,3.62,995.68,70.19
2020-07-14,Russia,5.003,5.02,7.8,4.95,996.2,69.91
2020-07-15,Russia,5.001,5.01,6.76,3.83,1004.78,70.11
2020-07-16,Russia,5.003,4.96,7.56,4.54,999.19,69.84
2020-07-17,Russia,4.994,4.98,5.98,3.07,992.0,69.99
2020-07-20,Russia,4.988,5.01,6.18,3.06,1004.18,69.79
2020-07-21,Russia,4.999,4.98,7.27,4.09,1005.91,69.86
2020-07-22,Russia,5.001,5.03,7.29,4.19,1003.26,70.02
2020-07-23,Russia,4.999,4.98,6.59,3.68,998.24,70.02
2020-07-24,Russia,4.999,5.0,7.34,4.38,1003.69,70.23
2020-07-27,Russia,5.004,4.99,7.46,4.41,1003.09,70.31
2020-07-28,Russia,5.007,5.03,6.96,4.0,1005.74,69.8
2020-07-29,Russia,5.019,5.03,7.07,3.95,1003.31,69.74
2020-07-30,Russia,4.992,5.01,7.09,3.95,1001.51,69.75
2020-07-31,Russia,4.995,5.01,6.1,3.24,998.14,70.19
2020-08-03,Russia,4.998,5.01,7.01,4.03,996.73,70.17
2020-08-04,Russia,4.987,5.0,7.57,4.64,992.22,69.58
2020-08-05,Russia,5.007,5.01,6.84,3.97,999.27,70.24
2020-08-06,Russia,4.987,5.02,6.17,3.29,1000.55,70.19
2020-08-07,Russia,5.015,5.02,7.8,4.78,996.89,70.24
2020-08-10,Russia,5.014,5.02,7.32,4.19,1001.71,70.0
2020-08-11,Russia,5.007,5.01,7.45,4.47,1004.55,70.17
2020-08-12,Russia,5.002,4.98,7.61,4.73,995.21,70.03
2020-08-13,Russia,4.975,5.03,7.04,3.88,1009.02,69.97
2020-08-14,Russia,5.013,4.98,7.2,4.24,1003.48,70.18
2020-08-17,Russia,4.998,5.01,7.48,4.46,1012.7,69.97
2020-08-18,Russia,5.017,5.02,6.09,2.94,1005.37,70.02
2020-08-19,Russia,5.004,5.01,7.7,4.74,1007.93,69.78
2020-08-20,Russia,4.982,5.01,7.64,4.66,988.68,69.7
2020-08-21,Russia,5.004,5.0,7.64,4.63,996.3,70.06
2020-08-24,Russia,5.01,5.03,6.97,3.96,1003.9,69.85
2020-08-25,Russia,5.007,5.0,6.96,3.96,1000.65,70.38
2020-08-26,Russia,4.995,4.99,7.72,4.67,1003.84,69.79
2020-08-27,Russia,5.002,5.02,6.68,3.62,998.98,69.87
2020-08-28,Russia,5.01,5.02,7.09,4.04,1006.62,69.92
2020-08-31,Russia,5.003,4.99,6.48,3.52,994.38,70.09
2020-09-01,Russia,4.992,4.97,7.34,4.28,998.35,70.14
2020-09-02,Russia,4.992,4.99,7.2,4.09,998.09,69.88
2020-09-03,Russia,5.01,5.01,7.09,3.97,1009.74,70.07
2020-09-04,Russia,4.994,5.01,6.6,3.48,996.49,69.96
2020-09-07,Russia,4.992,5.0,7.11,4.04,1000.6,70.01
2020-09-08,Russia,4.994,4.99,6.3,3.16,999.53,70.33
2020-09-09,Russia,4.999,4.96,6.74,3.74,1000.33,70.14
2020-09-10,Russia,5.002,4.99,6.54,3.58,1003.02,70.17
2020-09-11,Russia,4.993,5.02,7.3,4.39,1001.23,70.07
2020-09-14,Russia,4.989,4.97,7.21,4.26,1007.56,70.34
2020-09-15,Russia,5.005,5.02,6.51,3.64,999.29,69.74
2020-09-16,Russia,5.003,4.98,7.08,4.1,1003.19,70.07
2020-09-17,Russia,4.996,4.97,7.05,4.23,1006.23,70.11
2020-09-18,Russia,5.008,4.98,7.16,4.23,1000.75,69.8
